序号,电网电压Uab,电网电压Ubc,定子电压Uuv,定子电压Uvw,总并网/定子U相电流,总并网/定子V相电流,总并网/定子W相电流,转子K相电流,转子L相电流,转子M相电流,母线电压,机侧M相占空比,转子三相电流和,总并网/定子三相电流和,总并网/定子有功电流,总并网/定子无功电流,发电机转速,编码器脉冲信号,编码器复位信号,电网故障标志,交流撬棒电流,交流撬棒触发状态/转子负序有功电流给定,电网故障穿越状态/转子负序无功电流给定,转子正序有功电流给定,转子正序无功电流给定,转子正序有功电流反馈,转子正序无功电流反馈,转子有功电流给定/转子负序有功电流反馈,转子有功电流反馈/转子负序无功电流反馈,并网接触器状态,主控制字,主状态字Ǖ
486,2095,63431,1609,603,63320,1240,64935,0,0,3124,238,499,4965,2,742,8768,63761,0,0,65533,65237,1129,0,0,64166,819,782,64147,0,0,143,5638,
487,63431,2095,64222,1553,65303,1283,592,3124,0,3124,264,499,10776,2,742,8788,65137,1,0,7,65237,1129,0,0,65291,64363,1081,515,0,0,143,5766,
488,2095,63515,1250,2063,63160,1196,64935,0,0,3124,263,499,55757,2,742,8849,63592,1,0,938,65237,1129,0,0,63641,65349,1294,64137,0,0,143,5766,
489,63431,1399,64235,665,641,1045,65357,3046,78,390,276,499,10053,2,742,7254,65442,0,0,6,65237,1129,0,0,499,64732,505,801,0,0,143,5766,
490,2095,1969,140,2385,63160,1041,592,0,0,3124,288,502,10053,2,742,8010,63039,0,0,150,65237,1129,0,0,63943,64449,1476,64301,0,0,143,5766,
491,63431,63431,64809,65523,732,1111,547,3124,3124,0,303,502,10053,2,742,6277,65198,0,0,65528,65237,1129,0,0,621,65386,129,627,0,0,143,5766,
492,374,2095,63987,2385,63160,1176,592,3124,0,3124,307,502,3271,2,742,8423,64245,0,0,63997,65237,1129,0,0,64684,63658,1849,64627,0,0,143,5766,
493,455,63431,195,65356,65514,1264,539,1021,3124,0,320,502,14753,2,742,5382,64269,0,0,65529,65237,1129,0,0,65503,174,65366,10,0,0,15,5766,
494,63431,2095,63160,2385,64241,1333,592,3124,0,3124,336,502,64392,2,742,7180,64658,1,0,64251,65237,1129,0,0,362,63536,1940,64929,0,0,15,5766,
495,2095,63431,953,785,63778,1286,65253,0,0,3124,356,502,19806,2,742,4296,63382,1,0,65517,65237,1129,0,0,64513,64874,65280,64352,0,0,15,5766,
496,63431,2095,63160,2385,1180,1143,592,3124,0,3124,360,502,61512,2,742,6245,64109,1,0,1190,65237,1129,0,0,1640,64365,2007,190,0,0,15,5766,
497,2095,63431,648,2385,63160,1055,64935,0,0,3124,369,502,17803,2,742,5324,63774,0,0,657,65237,1129,0,0,64663,63796,228,63610,0,0,15,5766,
498,63431,2095,63160,1157,2384,1087,592,3109,578,15,391,502,11945,2,742,5341,64904,0,0,1166,65237,1129,0,0,2008,256,1896,703,0,0,15,5766,
499,2095,65232,64578,2385,63160,1212,592,1396,0,3124,393,502,10053,2,742,3651,62277,0,0,64587,65237,1129,0,0,232,63573,604,63658,0,0,15,5766,
500,63431,63431,63160,64426,2384,1333,503,3124,3124,0,426,502,23281,2,742,4775,64570,1,0,64435,65237,1129,0,0,1204,1653,1652,1205,0,0,15,5766,
501,2095,2095,63160,2385,63160,1317,592,2588,0,3124,416,502,59868,2,742,4080,62163,1,0,63170,65237,1129,0,0,1233,63669,910,63489,0,0,15,5766,
502,64711,63431,64384,63161,2384,1231,541,2588,0,3124,452,502,27107,2,742,2785,64874,1,0,64393,65237,1129,0,0,65342,2078,1240,1680,0,0,15,6050,
503,63431,2095,63160,2385,65200,1162,592,2588,0,3124,445,502,56565,2,742,3547,62696,0,0,65210,65237,1129,0,0,1829,64925,1153,63967,0,0,15,6050,
504,2095,63431,799,63735,992,1290,192,2588,0,3124,470,502,27980,2,742,802,63825,0,0,65527,65237,1129,0,0,64356,712,23,1386,0,0,15,6050,
505,63431,2095,63160,2385,2384,1451,592,2588,0,3124,470,502,56472,2,742,2859,62450,0,0,2394,65237,1129,0,0,1897,1003,1906,64468,0,0,15,6050,
506,2095,63431,1712,890,63160,1659,64935,2588,0,3124,492,502,28068,2,742,1058,63635,0,0,226,65237,1129,0,0,65319,63619,63708,65351,0,0,15,6050,
507,63431,2095,63160,62,2384,1837,592,2588,0,3124,505,502,58622,2,742,1224,63758,0,0,71,65237,1129,0,0,464,1727,1854,65130,0,0,15,6050,
508,2095,64008,516,2385,63160,2070,65364,2588,0,3124,507,502,10053,2,742,64476,63323,0,0,525,65237,1129,0,0,1087,63771,63894,64493,0,0,15,6050,
509,63431,64533,63160,63161,2384,2139,559,2588,0,3124,521,502,60892,2,742,1560,63641,0,0,63170,65237,1129,0,0,64642,1905,2237,461,0,0,15,6050,
510,2095,2095,63160,2385,63160,2139,592,2588,0,3124,523,502,10053,2,742,64350,63074,0,0,63170,65237,1129,0,0,2195,64949,64591,63605,0,0,15,6050,
511,63953,63431,64232,63161,2384,2139,520,2588,0,3124,552,502,18187,2,742,379,65062,0,0,64242,65237,1129,0,0,64051,1158,2117,397,0,0,15,6050,
512,64913,2095,63160,2385,64080,2139,592,2588,0,3124,544,502,59347,2,742,64284,62802,0,0,64090,65237,1129,0,0,2108,141,64740,63735,0,0,15,6050,
513,2095,63431,2384,63161,2384,2139,457,2588,0,3124,576,502,22662,2,742,64562,65159,0,0,2394,65237,1129,0,0,63478,64694,1770,1703,0,0,15,6050,
514,63431,2095,63160,2385,2384,2139,592,2588,0,3124,567,502,61499,2,742,65013,62431,0,0,2394,65237,1129,0,0,883,1908,727,63487,0,0,15,6050,
515,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,587,502,20971,2,742,64306,65123,0,0,63170,65237,1129,0,0,65384,63064,65311,2392,0,0,15,6050,
516,63431,2095,63160,63161,2384,2139,592,2588,0,3124,588,502,63179,2,742,64281,63910,0,0,63170,65237,1129,0,0,64007,1233,2191,64777,0,0,15,6050,
517,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,603,502,24711,2,742,63447,64402,0,0,2394,65237,1129,0,0,2205,64189,63658,1178,0,0,15,6050,
518,63431,708,63160,63161,2384,2139,470,2588,0,3124,608,502,55482,2,742,26,62919,0,0,63170,65237,1129,0,0,63841,1038,2079,64399,0,0,15,6050,
519,2095,2095,2384,2385,63160,2139,592,2588,0,3124,615,502,10053,2,742,63074,64672,0,0,2394,65237,1129,0,0,2372,64422,63755,1352,0,0,15,6050,
520,63431,63431,490,63161,2384,2139,466,2588,0,3124,620,502,56363,2,742,65253,63918,0,0,499,65237,1129,0,0,63884,65102,2133,9,0,0,15,6050,
521,938,2095,63160,2385,63160,2139,592,2588,0,3124,622,502,1967,2,742,62560,63065,0,0,63170,65237,1129,0,0,2183,1355,63522,64654,0,0,15,6050,
522,2095,63431,2384,63161,2384,2139,489,2588,0,3124,644,502,13541,2,742,64811,64444,0,0,2394,65237,1129,0,0,64242,63975,2364,449,0,0,15,6050,
523,63431,2095,63160,2385,2384,2139,592,2588,0,3124,656,502,7126,2,742,63406,62569,0,0,2394,65237,1129,0,0,65010,2275,64749,63381,0,0,15,6050,
524,2095,63431,2384,63161,63160,2139,65056,2588,0,3124,669,502,9719,2,742,64580,65239,0,0,63170,65237,1129,0,0,1299,63708,1178,1932,0,0,15,6050,
525,63431,2095,63160,1011,2384,2139,592,2588,0,3124,683,502,10682,2,742,63341,63549,0,0,1020,65237,1129,0,0,64176,1584,64953,63497,0,0,15,6050,
526,2095,63431,2384,65169,63160,2139,64935,2588,0,3124,700,502,7688,2,742,63835,64332,0,0,65178,65237,1129,0,0,1948,65000,676,1791,0,0,15,6050,
527,63431,1948,63160,63161,2384,2139,65441,2588,0,3124,700,502,60072,2,742,64211,63123,0,0,63170,65237,1129,0,0,63430,65381,744,63254,0,0,15,6050,
528,2095,684,2384,2385,63160,2139,592,2588,0,3124,716,502,10053,2,742,63729,518,0,0,2394,65237,1129,0,0,2220,1020,65173,2125,0,0,15,6050,
529,63431,63431,64236,63161,2384,2139,592,2588,0,3124,724,502,10053,2,742,64280,63470,0,0,64245,65237,1129,0,0,63798,64639,718,63402,0,0,15,6050,
530,2013,2095,63160,2385,63160,2139,592,2588,0,3124,754,502,27088,2,742,63073,94,0,0,63170,65237,1129,0,0,65223,2510,63708,1211,0,0,15,6050,
531,890,63431,2384,63161,2384,2139,474,2588,0,3124,752,502,63477,2,742,65425,64098,0,0,2394,65237,1129,0,0,84,63465,1904,64049,0,0,15,6050,
532,63431,2095,63160,2385,259,2139,592,2588,0,3124,773,502,21774,2,742,63029,63740,0,0,269,65237,1129,0,0,63937,1556,63584,278,0,0,15,6050,
533,2095,63431,2384,63161,63160,2139,64937,2588,0,3124,776,502,60205,2,742,277,64459,0,0,63170,65237,1129,0,0,2053,65133,2217,396,0,0,15,6050,
534,63431,2095,63160,63161,2384,2139,592,2588,0,3124,784,502,22117,2,742,64064,64275,0,0,63170,65237,1129,0,0,63831,64005,64701,63282,0,0,15,6050,
535,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,1,502,8249,2,742,64764,65388,0,0,2394,65237,1129,0,0,957,2050,1063,1888,0,0,15,6050,
536,63431,65340,63160,63161,2384,2139,160,2588,0,3124,795,502,57320,2,742,63415,62998,0,0,63170,65237,1129,0,0,63969,63852,64553,63361,0,0,15,6050,
537,2095,2095,372,2385,63160,2139,592,2588,0,3124,13,502,10053,2,742,64749,65414,0,0,381,65237,1129,0,0,65374,2093,344,1892,0,0,15,6050,
538,64117,63431,2384,63161,2384,2139,544,2588,0,3124,2,502,57228,2,742,138,62972,0,0,2394,65237,1129,0,0,880,63661,1145,63488,0,0,15,6050,
539,63773,2095,63160,2385,63160,2139,592,2588,0,3124,27,502,24793,2,742,63892,64773,0,0,63170,65237,1129,0,0,63804,1835,64763,2134,0,0,15,6050,
540,2095,63431,2384,63161,63160,2139,324,2588,0,3124,27,502,55482,2,742,929,64130,0,0,63170,65237,1129,0,0,1991,413,2216,65024,0,0,15,6050,
541,63431,2095,63160,2385,2384,2139,592,2588,0,3124,51,502,25850,2,742,63888,64841,0,0,2394,65237,1129,0,0,63158,64680,63383,775,0,0,15,6050,
542,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,58,502,55534,2,742,64754,64461,0,0,2394,65237,1129,0,0,74,2179,1870,1200,0,0,15,6050,
543,63431,1578,63160,63161,2384,2139,592,2588,0,3124,58,502,10053,2,742,63144,63465,0,0,63170,65237,1129,0,0,65111,63187,63681,64122,0,0,15,6050,
544,2095,1860,2384,2385,63160,2139,592,2588,0,3124,82,502,10053,2,742,62,64729,0,0,2394,65237,1129,0,0,65212,2195,2121,844,0,0,15,6050,
545,63431,63431,2384,63161,2384,2139,592,2588,0,3124,82,502,10053,2,742,63484,63234,0,0,2394,65237,1129,0,0,1897,64434,65302,63184,0,0,15,6050,
546,698,2095,63160,2385,63160,2139,592,2588,0,3124,117,502,25522,2,742,64093,482,0,0,63170,65237,1129,0,0,63156,214,825,2096,0,0,15,6050,
547,2095,63431,2384,63161,2384,2139,412,2588,0,3124,106,502,55928,2,742,64629,63608,0,0,2394,65237,1129,0,0,2102,64782,64890,63257,0,0,15,6050,
548,63431,2095,63160,2385,2384,2139,592,2588,0,3124,134,502,24705,2,742,62966,152,0,0,2394,65237,1129,0,0,64254,63432,64385,1886,0,0,15,6050,
549,2095,63431,2384,156,63160,2139,64935,2588,0,3124,136,502,58127,2,742,63989,63720,0,0,165,65237,1129,0,0,65490,1839,1789,64491,0,0,15,6050,
550,63431,2095,63160,63161,2384,2139,592,2588,0,3124,147,405,24413,2,742,63406,63980,0,0,63170,65237,1129,0,0,1241,63480,63293,86,0,0,15,6050,
551,2095,64613,2384,2385,63160,2139,592,2588,0,3124,169,405,10053,2,742,373,63566,0,0,2394,65237,1129,0,0,63996,1499,2200,64836,0,0,15,6050,
552,63431,63431,63160,63161,2384,2139,502,2588,0,3124,187,405,30159,2,742,63002,64631,0,0,63170,65237,1129,0,0,1902,63943,63356,795,0,0,15,6050,
553,2095,2095,63160,2385,63160,2139,592,2588,0,3124,199,405,63387,2,742,65323,64712,0,0,63170,65237,1129,0,0,63615,64408,1882,1088,0,0,15,6050,
554,256,63431,2384,63161,2384,2139,537,2588,0,3124,197,405,65228,2,742,63131,63352,0,0,2394,65237,1129,0,0,2207,915,63531,64149,0,0,15,6050,
555,63431,2095,63160,2385,159,2139,592,2588,0,3124,215,405,17397,2,742,63695,462,0,0,169,65237,1129,0,0,64856,63663,1022,1533,0,0,15,6050,
556,2095,63431,2384,63161,63160,2139,65188,2588,0,3124,224,405,3236,2,742,63319,63515,0,0,63170,65237,1129,0,0,65354,2210,65072,63182,0,0,15,6050,
557,63431,2095,63160,63161,2384,2139,592,2588,0,3124,251,405,12998,2,742,63883,65352,0,0,63170,65237,1129,0,0,2383,65106,64046,1749,0,0,15,6050,
558,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,257,405,62304,2,742,64414,64700,0,0,2394,65237,1129,0,0,63407,263,1278,63658,0,0,15,6050,
559,63431,241,63160,63161,2384,2139,549,2588,0,3124,282,405,30159,2,742,63049,1634,0,0,63170,65237,1129,0,0,2408,184,64520,2060,0,0,15,6050,
560,2095,2095,1870,2385,63160,2139,592,2588,0,3124,293,405,10053,2,742,64212,64625,0,0,1880,65237,1129,0,0,63504,65018,880,63516,0,0,15,6050,
561,63810,63431,2384,63161,2384,2139,592,2588,0,3124,317,405,21503,2,742,62210,425,0,0,2394,65237,1129,0,0,506,2291,63369,809,0,0,15,6050,
562,63431,2095,63160,2385,63160,2139,592,2588,0,3124,326,405,1408,2,742,64877,42,0,0,63170,65237,1129,0,0,65359,63270,2088,64546,0,0,15,6050,
563,2095,63431,2384,63161,63160,2139,261,2588,0,3124,346,405,19538,2,742,62712,64327,0,0,63170,65237,1129,0,0,63597,1122,63484,64544,0,0,15,6050,
564,63431,2095,63160,2385,2384,2139,592,2588,0,3124,364,405,62270,2,742,65284,65382,0,0,2394,65237,1129,0,0,2204,64863,2170,718,0,0,15,6050,
565,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,373,405,22038,2,742,64036,65119,0,0,2394,65237,1129,0,0,63915,64052,64866,63364,0,0,15,6050,
566,63431,1940,63160,63161,2384,2139,558,2588,0,3124,397,405,13334,2,742,64740,874,0,0,63170,65237,1129,0,0,1238,1990,1015,2055,0,0,15,6050,
567,2095,2095,2384,2385,63160,2139,592,2588,0,3124,400,405,10053,2,742,63466,63893,0,0,2394,65237,1129,0,0,64208,63678,64421,63496,0,0,15,6050,
568,63431,63431,2300,63161,2384,2139,506,2588,0,3124,424,405,10053,2,742,64730,634,0,0,2309,65237,1129,0,0,64131,1863,64764,2119,0,0,15,6562,
569,65362,2095,63160,2385,63160,2139,592,2588,0,3124,413,405,57913,2,742,175,63586,0,0,63170,65237,1129,0,0,1205,63645,1024,63454,0,0,15,6562,
570,2095,63431,2384,63161,2384,2139,506,2588,0,3124,439,405,26823,2,742,63882,65257,0,0,2394,65237,1129,0,0,63849,1671,64989,2226,0,0,15,6562,
571,63431,2095,63160,2385,2384,2139,592,2588,0,3124,444,405,56540,2,742,809,64398,0,0,2394,65237,1129,0,0,2108,645,2171,64791,0,0,15,6562,
572,2095,63431,2384,63276,63160,2139,64935,2588,0,3124,470,405,28037,2,742,64025,65370,0,0,63285,65237,1129,0,0,63478,64373,63518,1048,0,0,15,6562,
573,63431,2095,63160,63161,2384,2139,592,2588,0,3124,482,405,58109,2,742,64440,65268,0,0,63170,65237,1129,0,0,65359,2207,2060,907,0,0,15,6562,
574,2095,64264,2384,2385,63160,2139,592,2588,0,3124,483,405,10053,2,742,62113,64229,0,0,2394,65237,1129,0,0,123,63194,63465,64526,0,0,15,6562,
575,63431,63431,63160,63161,2384,2139,549,2588,0,3124,502,405,924,2,742,64870,65009,0,0,63170,65237,1129,0,0,65006,2206,2239,591,0,0,15,6562,
576,2095,2095,63160,2385,63160,2139,592,2588,0,3124,502,405,7672,2,742,62860,63655,0,0,63170,65237,1129,0,0,2124,64773,65002,63291,0,0,15,6562,
577,1658,63431,2384,63161,2384,2139,537,2588,0,3124,537,405,26161,2,742,63801,761,0,0,2394,65237,1129,0,0,63194,65517,1150,2000,0,0,15,6562,
578,63431,2095,63160,2385,2384,2139,592,2588,0,3124,527,405,58459,2,742,64265,63818,0,0,2394,65237,1129,0,0,1313,1727,1297,63647,0,0,15,6562,
579,2095,63431,2384,63161,63160,2139,65320,2588,0,3124,551,405,24911,2,742,62934,609,0,0,63170,65237,1129,0,0,64558,63366,64591,2058,0,0,15,6562,
580,63431,2095,63160,63161,2384,2139,592,2588,0,3124,554,405,60491,2,742,63686,64230,0,0,63170,65237,1129,0,0,64257,1767,2258,65183,0,0,15,6562,
581,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,568,405,25539,2,742,62976,64543,0,0,2394,65237,1129,0,0,1589,63766,63306,452,0,0,15,6562,
582,63431,64811,63160,63161,2384,2139,592,2588,0,3124,576,405,55482,2,742,65459,63726,0,0,63170,65237,1129,0,0,63978,1528,2172,64803,0,0,15,6562,
583,2095,2095,2384,2385,63160,2139,592,2588,0,3124,581,405,10053,2,742,62656,64834,0,0,2394,65237,1129,0,0,1805,63905,63319,700,0,0,15,6562,
584,64479,63431,2384,63161,2384,2139,508,2588,0,3124,608,405,19151,2,742,64906,949,0,0,2394,65237,1129,0,0,63662,64394,1945,1031,0,0,15,6562,
585,63431,2095,63160,2385,63160,2139,592,2588,0,3124,606,405,366,2,742,62806,64888,0,0,63170,65237,1129,0,0,2148,1109,63470,64299,0,0,15,6562,
586,2095,63431,2384,63161,63160,2139,407,2588,0,3124,623,405,16399,2,742,63082,2005,0,0,63170,65237,1129,0,0,354,63301,269,2171,0,0,15,6562,
587,63431,2095,63160,2385,2384,2139,592,2588,0,3124,618,405,1574,2,742,62651,64709,0,0,2394,65237,1129,0,0,65455,2292,65284,63182,0,0,15,6562,
588,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,642,405,14256,2,742,63063,643,0,0,2394,65237,1129,0,0,2271,64951,63956,1620,0,0,15,6562,
589,63431,1234,63160,63161,2384,2139,592,2588,0,3124,657,405,10053,2,742,64414,64470,0,0,63170,65237,1129,0,0,63340,325,1345,63673,0,0,15,6562,
590,2095,2095,2384,2385,63160,2139,592,2588,0,3124,670,405,10053,2,742,62924,1449,0,0,2394,65237,1129,0,0,2365,65460,64326,1948,0,0,15,6562,
591,63431,63431,229,63161,2384,2139,550,2588,0,3124,683,405,10053,2,742,64347,64795,0,0,238,65237,1129,0,0,63971,64401,1663,64449,0,0,15,6562,
592,272,2095,63160,2385,63160,2139,592,2588,0,3124,700,405,13406,2,742,61694,65416,0,0,63170,65237,1129,0,0,780,2197,63281,465,0,0,15,6562,
593,2095,63431,2384,63161,2029,2139,450,2588,0,3124,715,405,4006,2,742,64334,195,0,0,2039,65237,1129,0,0,65232,63350,2148,64918,0,0,15,6562,
594,63431,2095,63160,2385,2384,2139,592,2588,0,3124,719,405,16265,2,742,62279,64201,0,0,2394,65237,1129,0,0,63844,1510,63763,64096,0,0,15,6562,
595,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,727,405,1563,2,742,64608,397,0,0,63170,65237,1129,0,0,1867,64201,1859,1324,0,0,15,6562,
596,63431,2095,63160,63161,2384,2139,592,2588,0,3124,734,405,15555,2,742,63966,65514,0,0,63170,65237,1129,0,0,63507,64597,41,63255,0,0,15,6562,
597,2095,65041,2384,2385,63160,2139,592,2588,0,3124,754,405,10053,2,742,64319,2670,0,0,2394,65237,1129,0,0,1852,1386,221,2273,0,0,15,6562,
598,63431,63431,63160,63161,2384,2139,592,2588,0,3124,745,405,55482,2,742,63983,65277,0,0,63170,65237,1129,0,0,63532,64401,65410,63200,0,0,15,6562,
599,1972,2095,63160,2385,63160,2139,592,2588,0,3124,775,405,26307,2,742,63109,1877,0,0,63170,65237,1129,0,0,64925,2243,63961,1634,0,0,15,6562,
600,867,63431,2384,63161,2384,2139,506,2588,0,3124,769,405,61002,2,742,65152,65317,0,0,2394,65237,1129,0,0,461,63288,1712,63926,0,0,15,6562,
601,63431,2095,63160,2385,2191,2139,592,2588,0,3124,785,405,22063,2,742,62867,369,0,0,2201,65237,1129,0,0,63348,533,63356,65239,0,0,15,6562,
602,2095,63431,2384,63161,63160,2139,91,2588,0,3124,787,405,58434,2,742,111,626,0,0,63170,65237,1129,0,0,2233,65171,2293,335,0,0,15,6562,
603,63431,2095,63160,65188,2384,2139,592,2588,0,3124,5,405,24080,2,742,63441,435,0,0,65197,65237,1129,0,0,63842,64425,63870,64448,0,0,15,6562,
604,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,25,405,4564,2,742,64535,1259,0,0,2394,65237,1129,0,0,762,2127,1487,1726,0,0,15,6562,
605,63431,65357,63160,63161,2384,2139,184,2588,0,3124,17,405,62358,2,742,62754,64573,0,0,63170,65237,1129,0,0,64522,63473,64199,63690,0,0,15,6562,
606,2095,2095,2384,2385,63160,2139,592,2588,0,3124,41,405,10053,2,742,64530,1026,0,0,2394,65237,1129,0,0,504,2254,1739,1561,0,0,15,6562,
607,64108,63431,2384,63161,2384,2139,549,2588,0,3124,28,405,56725,2,742,64895,63911,0,0,2394,65237,1129,0,0,1389,63814,738,63375,0,0,15,6562,
608,63784,2095,63160,2385,63160,2139,592,2588,0,3124,61,405,26371,2,742,64014,927,0,0,63170,65237,1129,0,0,63534,1303,65418,2321,0,0,15,6562,
609,2095,63431,2384,63161,63160,2139,278,2588,0,3124,61,405,55482,2,742,542,64973,0,0,63170,65237,1129,0,0,1957,911,2057,64519,0,0,15,6562,
610,63431,2095,63160,2385,2384,2139,592,2588,0,3124,83,405,26839,2,742,63625,789,0,0,2394,65237,1129,0,0,63587,64140,63718,1338,0,0,15,6562,
611,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,84,405,55614,2,742,64931,65142,0,0,2394,65237,1129,0,0,65284,2187,2141,834,0,0,15,6562,
612,63431,1553,63160,63161,2384,2139,592,2588,0,3124,85,405,10053,2,742,63041,64517,0,0,63170,65237,1129,0,0,190,63184,63487,64583,0,0,15,6562,
613,2095,1839,2384,2385,63160,2139,592,2588,0,3124,109,405,10053,2,742,105,65276,0,0,2394,65237,1129,0,0,64877,2095,2259,401,0,0,15,6562,
614,63431,63431,2384,63161,2384,2139,500,2588,0,3124,110,405,10053,2,742,63237,64287,0,0,2394,65237,1129,0,0,2201,64881,64811,63311,0,0,15,6562,
615,711,2095,63160,2385,63160,2139,592,2588,0,3124,144,405,24840,2,742,64406,1378,0,0,63170,65237,1129,0,0,63248,65313,1265,1896,0,0,15,6562,
616,2095,63431,2384,63161,2384,2139,488,2588,0,3124,134,453,58454,2,742,63601,64537,0,0,2394,65237,1129,0,0,2307,65305,64425,63479,0,0,15,6562,
617,63431,2095,63160,2385,2384,2139,592,2588,0,3124,166,453,22998,2,742,62592,1379,0,0,2394,65237,1129,0,0,64871,63267,64907,2133,0,0,15,6562,
618,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,170,453,62083,2,742,63349,64312,0,0,63170,65237,1129,0,0,676,2093,609,63276,0,0,15,6562,
619,63431,2095,63160,63161,2384,2139,592,2588,0,3124,192,453,21044,2,742,63317,50,0,0,63170,65237,1129,0,0,1889,64068,63510,944,0,0,15,6562,
620,2095,64638,2384,2385,63160,2139,511,2588,0,3124,211,453,10053,2,742,67,64271,0,0,2394,65237,1129,0,0,63597,959,1929,64230,0,0,15,6562,
621,63431,63431,63160,63161,2384,2139,528,2588,0,3124,233,453,30159,2,742,63296,632,0,0,63170,65237,1129,0,0,2337,64766,63866,1559,0,0,15,6562,
622,2095,2095,63160,2385,63160,2139,592,2588,0,3124,238,453,59076,2,742,65531,65347,0,0,63170,65237,1129,0,0,64040,63919,2216,497,0,0,15,6562,
623,244,63431,2384,63161,2384,2139,547,2588,0,3124,246,453,6138,2,742,62808,64925,0,0,2394,65237,1129,0,0,1691,1734,63242,65039,0,0,15,6562,
624,63431,2095,63160,2385,63,2139,592,2588,0,3124,270,453,10109,2,742,64950,718,0,0,73,65237,1129,0,0,87,63611,1680,940,0,0,15,6562,
625,2095,63431,2384,63161,63160,2139,3,2588,0,3124,285,453,12062,2,742,63523,64170,0,0,63170,65237,1129,0,0,64324,1943,64132,63655,0,0,15,6562,
626,63431,2095,63160,2065,2384,2139,592,2588,0,3124,296,453,6014,2,742,65225,655,0,0,2074,65237,1129,0,0,1627,64004,1335,1717,0,0,15,6562,
627,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,296,453,364,2,742,65069,64852,0,0,2394,65237,1129,0,0,63386,65245,667,63332,0,0,15,6562,
628,63431,256,63160,63161,2384,2139,159,2588,0,3124,325,453,30159,2,742,64528,2055,0,0,63170,65237,1129,0,0,2132,1037,65262,2250,0,0,15,6562,
629,2095,2095,1888,2385,63160,2139,592,2588,0,3124,332,453,10053,2,742,64808,64778,0,0,1897,65237,1129,0,0,63666,64490,232,63312,0,0,15,6562,
630,63802,63431,2384,63161,2384,2139,456,2588,0,3124,361,453,24490,2,742,63290,1127,0,0,2394,65237,1129,0,0,65130,2342,63779,1479,0,0,15,6562,
631,64374,2095,63160,2385,63160,2139,592,2588,0,3124,359,453,62826,2,742,21,64905,0,0,63170,65237,1129,0,0,315,63311,1777,64032,0,0,15,6562,
632,2095,63431,2384,63161,63160,2139,427,2588,0,3124,381,453,22991,2,742,63220,64932,0,0,63170,65237,1129,0,0,63280,539,63298,65120,0,0,15,6562,
633,63431,2095,63160,2385,2384,2139,592,2588,0,3124,396,453,58981,2,742,376,65228,0,0,2394,65237,1129,0,0,2229,65411,2288,130,0,0,15,6562,
634,2095,63431,2384,2175,63160,2139,64935,2588,0,3124,421,453,26301,2,742,63951,65305,0,0,2184,65237,1129,0,0,64443,63585,64088,63838,0,0,15,6562,
635,63431,1944,63160,63161,2384,2139,592,2588,0,3124,442,453,5568,2,742,65096,661,0,0,63170,65237,1129,0,0,447,2220,1663,1573,0,0,15,6562,
636,2095,1115,2384,2385,63160,2139,592,2588,0,3124,443,453,10053,2,742,63061,64214,0,0,2394,65237,1129,0,0,64877,63328,63859,64008,0,0,15,6562,
637,63431,63431,2262,63161,2384,2139,534,2588,0,3124,468,453,10053,2,742,65018,360,0,0,2271,65237,1129,0,0,63582,1255,69,2252,0,0,15,6562,
638,1070,2095,63160,2385,63160,2139,592,2588,0,3124,457,453,57593,2,742,64916,63185,0,0,63170,65237,1129,0,0,1747,64133,323,63248,0,0,15,6562,
639,2095,63431,2384,63161,2384,2139,540,2588,0,3124,492,453,27980,2,742,64438,226,0,0,2394,65237,1129,0,0,63320,825,438,2248,0,0,15,6562,
640,63431,2095,63160,2385,2384,2139,592,2588,0,3124,493,453,57287,2,742,626,63885,0,0,2394,65237,1129,0,0,1715,1343,1795,64029,0,0,15,6562,
641,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,518,453,27602,2,742,64096,243,0,0,63170,65237,1129,0,0,64024,63700,64127,1710,0,0,15,6562,
642,63431,2095,63160,63161,2384,2139,592,2588,0,3124,521,453,58831,2,742,65210,64564,0,0,63170,65237,1129,0,0,64736,2050,2295,200,0,0,15,6562,
643,2095,64254,2384,2385,63160,2139,65335,2588,0,3124,523,453,10053,2,742,62553,64364,0,0,2394,65237,1129,0,0,850,63334,63310,65149,0,0,15,6562,
644,63431,63735,63160,63161,2384,2139,592,2588,0,3124,535,453,57857,2,742,65298,64375,0,0,63170,65237,1129,0,0,64493,1970,2334,65480,0,0,15,6562,
645,2095,2095,63160,2385,63160,2139,592,2588,0,3124,540,453,13727,2,742,62901,63668,0,0,63170,65237,1129,0,0,2286,65403,64379,63491,0,0,15,6562,
