序号,电网电压Uab,电网电压Ubc,定子电压Uuv,定子电压Uvw,总并网/定子U相电流,总并网/定子V相电流,总并网/定子W相电流,转子K相电流,转子L相电流,转子M相电流,母线电压,机侧M相占空比,转子三相电流和,总并网/定子三相电流和,总并网/定子有功电流,总并网/定子无功电流,发电机转速,编码器脉冲信号,编码器复位信号,电网故障标志,交流撬棒电流,交流撬棒触发状态/转子负序有功电流给定,电网故障穿越状态/转子负序无功电流给定,转子正序有功电流给定,转子正序无功电流给定,转子正序有功电流反馈,转子正序无功电流反馈,转子有功电流给定/转子负序有功电流反馈,转子有功电流反馈/转子负序无功电流反馈,并网接触器状态,主控制字,主状态字Ǖ
965,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,637,500,10053,2,742,65528,65521,0,0,63170,65237,1129,0,0,64979,63037,64977,2496,1,0,143,7586,
966,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,651,500,10053,2,742,65526,65520,0,0,63170,65237,1129,0,0,65243,62992,65241,2541,1,0,143,7586,
967,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,664,500,10053,2,742,65524,65520,0,0,63170,65237,1129,0,0,65511,62976,65508,2558,1,0,143,7586,
968,65535,65535,2384,63161,63160,2139,9,2588,0,3124,677,500,10053,2,742,65522,65520,0,0,63170,65237,1129,0,0,243,62987,240,2547,1,0,143,7586,
969,65535,65535,2384,63161,63160,2139,0,2588,0,3124,691,500,10053,2,742,65520,65520,0,0,63170,65237,1129,0,0,508,63027,505,2508,1,0,143,7586,
970,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,704,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,767,63093,764,2441,1,0,143,7586,
971,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,718,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,1019,63187,1015,2348,1,0,143,7586,
972,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,731,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,1259,63307,1255,2229,1,0,143,7586,
973,65535,65535,2384,63161,63160,2139,0,2588,0,3124,744,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,1485,63451,1482,2086,1,0,143,7586,
974,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,758,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,1695,63617,1692,1919,1,0,143,7586,
975,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,771,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,1886,63805,1883,1732,1,0,143,7586,
976,65535,65535,2384,63161,63160,2139,0,2588,0,3124,785,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2056,64012,2054,1526,1,0,143,7586,
977,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,798,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2204,64235,2203,1302,1,0,143,7586,
978,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,7,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2328,64473,2327,1065,1,0,143,7586,
979,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,21,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2426,64722,2425,816,1,0,143,7586,
980,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,34,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2498,64981,2497,557,1,0,143,7586,
981,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,47,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2542,65245,2542,293,1,0,143,7586,
982,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,61,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2558,65512,2559,25,1,0,143,7586,
983,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,74,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2546,244,2547,65294,1,0,143,7586,
984,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,88,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2507,508,2508,65029,1,0,143,7586,
985,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,101,500,10053,2,742,65519,65520,0,0,63170,65237,1129,0,0,2440,768,2441,64769,1,0,143,7586,
986,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,114,500,10053,2,742,65519,65519,0,0,63170,65237,1129,0,0,2346,1018,2348,64518,1,0,143,7586,
987,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,128,500,10053,2,742,65519,65518,0,0,63170,65237,1129,0,0,2226,1258,2228,64278,1,0,143,7586,
988,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,141,500,10053,2,742,65519,65516,0,0,63170,65237,1129,0,0,2082,1484,2084,64052,1,0,143,7586,
989,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,155,500,10053,2,742,65518,65516,0,0,63170,65237,1129,0,0,1916,1693,1918,63842,1,0,143,7586,
990,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,168,500,10053,2,742,65516,65516,0,0,63170,65237,1129,0,0,1728,1884,1730,63651,1,0,143,7586,
991,65535,65535,2384,63161,63160,2139,0,2588,0,3124,181,500,10053,2,742,65514,65516,0,0,63170,65237,1129,0,0,1522,2054,1523,63480,1,0,143,7586,
992,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,195,500,10053,2,742,65512,65516,0,0,63170,65237,1129,0,0,1299,2202,1300,63332,1,0,143,7586,
993,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,208,500,10053,2,742,65510,65516,0,0,63170,65237,1129,0,0,1062,2325,1062,63208,1,0,143,7586,
994,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,222,500,10053,2,742,65508,65516,0,0,63170,65237,1129,0,0,813,2423,813,63110,1,0,143,7586,
995,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,235,500,10053,2,742,65506,65516,0,0,63170,65237,1129,0,0,555,2495,555,63038,1,0,143,7586,
996,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,248,500,10053,2,742,65504,65516,0,0,63170,65237,1129,0,0,291,2539,291,62994,1,0,143,7586,
997,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,262,500,10053,2,742,65502,65518,0,0,63170,65237,1129,0,0,24,2556,24,62978,1,0,143,7586,
998,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,275,500,10053,2,742,65500,65520,0,0,63170,65237,1129,0,0,65293,2544,65292,62989,1,0,143,7586,
999,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,289,500,10053,2,742,65498,65522,0,0,63170,65237,1129,0,0,65029,2505,65027,63029,1,0,143,7586,
1000,65535,65535,2384,63161,63160,2139,65535,2588,0,3124,302,500,10053,2,742,65498,65524,0,0,63170,65237,1129,0,0,64770,2439,64768,63096,1,0,143,7586,
